ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Étage_de_lappartement,Surface_de_la_terrasse,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Ascenseur,Surface_du_jardin,Raccordé_au_gaz_de_ville,Piscine_extérieure,Référence_PEB,Surface_salle_à_manger,Surface_du_dressing,Alarme_antieffraction,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Balcon,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Parlophone,Orientation_de_la_terrasse,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_du_garage,Largeur_du_terrain_à_rue,Surface_des_caves,Orientation_du_jardin,Surface_du_grenier,Surface_chambre_à_coucher_5,Maison_basse_énergie,Compteur_Bihoraire,Pompe_à_chaleur,Station_de_charge_électrique,Surface_du_bureau,Adoucisseur_deau,Porte_daccès_sécurisée,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/penthouse/a-vendre/1000/bruxelles/rbt73168,RBT73168,Penthouse à vendre,360500,Congresstraat 17,1000 Bruxelles,,Non,2024,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,8,,,,,,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,8,,Non,Non,Non,Non,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3010/kessel-lo/rbt73166,RBT73166,Maison à vendre,599000,Boulevardstraat 8,3010 Kessel-Lo,Excellent,Non,,,3,,,,,136 m²,,,Non,Oui,,,,,,,2,,1,,,,,,,,Oui,Oui,110 m²,Oui,166 kWh/m²/an,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,,Oui,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/coxyde/rbt73164,RBT73164,Maison à vendre,695000,Houtsaegerlaan 64,8670 Coxyde,Excellent,Non,1970,,3,,,,,184 m²,,,Non,Non,Oui,1,,,,,2,,,,Double vitrage,,,4,,,Oui,Oui,600 m²,Oui,50 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,,,Oui,Non,20241028-0003429007-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73161,RBT73161,Maison à vendre,475000,Berkenstraat 43,2580 Beerzel,,Non,1966,,3,,,,,211 m²,,,Non,Oui,Oui,,,,,,1,,2,Gaz,Triple vitrage,,,4,1,,Oui,Oui,726 m²,Oui,147 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,Oui,,,Oui,Non,20250528-0003612935-RES-1,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/beerzel/rbt73160,RBT73160,Maison à vendre,598000,Saffraanbergen 12A,2580 Beerzel,,Non,1988,,6,,,,,236 m²,,,Non,Non,Oui,2,,,,,1,,1,,,,,4,1,,Oui,Oui,1267 m²,Oui,196 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,,,,Oui,Oui,20250323-0003560388-RES-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2801/heffen/rbt73157,RBT73157,Villa à vendre,849000,Steenweg op Blaasveld 80a,2801 Heffen,Normal,Non,2024,A l’acte,4,,,,,174 m²,Non,,Non,Non,Oui,,,,,,1,,3,Non specifié,,,Nord,4,,2,Oui,,1526 m²,Oui,41 kWh/m²/an,,06/03/2034,,"oui, attestation conforme",,,Oui,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,12025-G-OMV_2022053475/EP16633/A001/D01/SD001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3590/diepenbeek/rbt73155,RBT73155,Appartement à vendre,250000,Spoorstraat 1 023,3590 Diepenbeek,,Non,2022,Immédiatement,2,,,,,79 m²,Non,,Non,Non,Oui,1,,,,,1,,1,Non specifié,,,,2,3,,,Oui,,,18 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,12 m²,Non,Non,Non,Non,Non,,Oui,,,,71011-G-OMV_2019098703/EP15513/A001/D01/SD014,,,,,,,,,,,,,,,89 m²,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3590/diepenbeek/rbt73154,RBT73154,Appartement à vendre,230000,Spoorstraat 1 0022,3590 Diepenbeek,,Non,2022,A l’acte,1,,,,,65 m²,Non,,Non,Non,Oui,1,,,,,1,,1,Non specifié,,,,2,3,,,Oui,,,21 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,9 m²,Non,Non,Non,Non,Non,,Oui,,,,71011-G-OMV_2019098703/EP15513/A001/D01/SD013,,,,,,,,,,,,,,,65 m²,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73153,RBT73153,Maison à vendre,698000,Henri Dewaelestraat 1,8870 Izegem,Excellent,Non,1994,,4,,,,,349 m²,,,Non,Non,Oui,2,,,,,2,,2,Gaz,Double vitrage,,,4,,,Oui,Oui,1354 m²,Oui,160 kWh/m²/an,,,,"oui, attestation non conforme",,,,Risque moyen,Information non communiquée,,,Non,Non,Non,Oui,Non,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8780/oostrozebeke/rbt73149,RBT73149,Appartement à vendre,209000,Kalbergstraat 23C 3.6,8780 Oostrozebeke,Excellent,Non,2012,,2,,,,,77 m²,,,Non,Non,Oui,,,,,,1,,,,,,,2,,1,Oui,Oui,,Oui,120 kWh/m²/an,,18/09/2034,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,3,,Non,Non,Non,Oui,Non,,,,Oui,Non,20240918-0003376523-RES-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73148,RBT73148,Maison à vendre,325000,Pater Ver Eeckestraat 77,8870 Izegem,À rénover,Non,1960,,3,,,,,174 m²,,,Non,Non,,,,,,,,,,Mazout,Simple vitrage,,,3,,,Oui,,1570 m²,Oui,1026 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1800/peutie/rbt73146,RBT73146,Appartement à vendre,299000,Vijfhoekstraat 4 2.1,1800 Peutie,Excellent,Non,,,2,12 m²,8 m²,,,90 m²,,34 m²,Non,Non,,,,,,9 m²,1,,1,Gaz,Double vitrage,,,2,2,,,Oui,,Oui,242 kWh/m²/an,,,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,2,10 m²,Non,Non,Non,Oui,Non,,,,Oui,Non,20230608-0002913360-RES-1,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9280/lebbeke/rbt73145,RBT73145,Maison à vendre,389000,Kakemanstraat 11A 001,9280 Lebbeke,Excellent,Non,1963,,4,19 m²,17 m²,14 m²,13 m²,170 m²,,38 m²,Non,Non,,,,,,16 m²,,,,Gaz,Double vitrage,,,3,,,Oui,Oui,390 m²,Oui,128 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,12 m²,Non,Non,Non,Non,Non,,,1000 m²,Oui,Non,20241206-0003458869-RES-1,,,,,,,,,,,,,,,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8700/tielt/rbt73144,RBT73144,Appartement à vendre,255000,Stationstraat 1 8,8700 Tielt,Excellent,Non,2005,,3,7 m²,15 m²,28 m²,,146 m²,,,Non,Non,Oui,,,,,,1,,1,,,,,,4,1,,Oui,,Oui,127 kWh/m²/an,,01/02/2034,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,3,6 m²,Non,Non,Non,Non,Non,,,,Oui,Non,20240201-0003129859-RES-1,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8700/tielt/rbt73143,RBT73143,Maison à vendre,149000,Stedemolenstraat 18,8700 Tielt,À rénover,Non,,,2,11 m²,13 m²,,,95 m²,,16 m²,Oui,Oui,,,,,,,1,,,Gaz,Double vitrage,,,2,,,Oui,,133 m²,Oui,878 kWh/m²/an,,21/03/2035,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,,,,Oui,Non,20250321-0003559051-RES-1,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,6 m²,Sud-est,15 m²,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73141,RBT73141,Appartement à vendre,273000,Vloeiherkstraat 27 B 002,3830 Wellen,Nouveau,Non,,,1,13 m²,,,,93 m²,,47 m²,Non,Non,Oui,,,,,,1,,1,,,,,,2,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,0,24 m²,Non,Non,Oui,Oui,Non,Oui,Oui,,,Non,,,5 m²,,,,,,7 m²,,,,,,,,,,,Oui,,,,,,,,,Sud,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73140,RBT73140,Appartement à vendre,378000,Vloeiherkstraat 27 B 201,3830 Wellen,Nouveau,Non,2024,,2,17 m²,11 m²,,,101 m²,,51 m²,Non,Non,Oui,,,,,,1,,1,,,,,,2,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,2,26 m²,Non,Non,Non,Oui,Non,Oui,Oui,,,Non,,,,,,,,,9 m²,,,,,,,,,,,Oui,,,,,,,,,Sud,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3830/wellen/rbt73139,RBT73139,Appartement à vendre,385000,Vloeiherkstraat 27 B 101,3830 Wellen,Nouveau,Non,2024,,3,14 m²,11 m²,13 m²,,116 m²,,32 m²,Non,Non,Oui,,,,,,1,,1,,,,,,2,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,20 m²,Non,Non,Non,Non,Non,Oui,Oui,,,Non,,,,,,,,,6 m²,,,,,,,,,,,Oui,,,,,,,,,Sud,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2100/deurne/rbt73138,RBT73138,Penthouse à vendre,399000,Dascottelei 102 701,2100 Deurne,Normal,Non,1984,A l’acte,3,,,,,137 m²,Non,,Non,Non,Oui,1,,,,,1,,2,Gaz,,,Est,,7,,,Oui,,Oui,229 kWh/m²/an,,13/06/2035,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,7,105 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,3623669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2980/halle/rbt73137,RBT73137,Maison à vendre,389000,Kwikaard 29,2980 Halle,Normal,Non,1992,A l’acte,2,,,,,110 m²,Non,,Non,Non,Oui,,,,,,1,,1,Gaz,,,Nord-est,4,,,Oui,,982 m²,Oui,390 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbt73136,RBT73136,Maison à vendre,399000,Mercatorstraat 11,9100 Sint-Niklaas,,Non,,,4,20 m²,13 m²,15 m²,10 m²,220 m²,,35 m²,Non,Non,,,,,,,1,,,,Double vitrage,,,,,,Oui,Oui,150 m²,Oui,171 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,50 m²,Non,Non,Non,Non,Non,Oui,,50 m²,Oui,Non,2500624,,,,,,,,,,,,,,,100 m²,,,,,,5 m,30 m,,,,5 m,,Sud,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8870/izegem/rbt73135,RBT73135,Maison à vendre,374000,Meensestraat 59,8870 Izegem,Excellent,Non,,,4,15 m²,12 m²,16 m²,28 m²,240 m²,,30 m²,Oui,Oui,Oui,1,,,,,1,,,,Double vitrage,,,2,,,Oui,Oui,208 m²,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,20 m²,Non,Non,Non,Non,Non,Oui,,100 m²,Oui,Non,,,,,,,,,11 m²,,,,,,,100 m²,,,,,,9 m,24 m,,,,9 m,14 m²,Est,20 m²,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9690/kluisbergen/rbt73134,RBT73134,Maison à vendre,369000,Poletsestraat 14,9690 Kluisbergen,Excellent,Non,1982,,3,23 m²,14 m²,13 m²,,350 m²,,44 m²,Non,Non,,,,,,,1,,4,,Double vitrage,,,4,,6,Oui,Oui,1456 m²,,339 kWh/m²/an,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,,,Oui,Non,20240507-0003238285-RES-2,,,,,,,,,,,Oui,,,,,,,,,,12 m,,,,,19 m,,Sud-ouest,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt73133,RBT73133,Maison à vendre,449000,Cassierslaan 69 B,8650 Houthulst,Nouveau,Non,,,3,,,,,176 m²,,,Non,Non,,,,,,,2,,,,Double vitrage,,,4,,2,Oui,Oui,390 m²,Oui,23 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,,,Oui,Non,,,,,,,,,,,,,,,,8 m²,,,,,,11 m,8 m,,,,20 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt73132,RBT73132,Appartement à vendre,149000,Diksmuidsesteenweg 274 8,8800 Roeselare,Excellent,Non,1992,,2,,,,,92 m²,,,Non,Non,Oui,,,,,,,,,,,,,2,,,,Oui,,Oui,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,3,,Non,Non,Non,Non,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7503/froyennes/rbt73128,RBT73128,Maison à vendre,185000,Chauss?e de Courtrai 40,7503 Froyennes,À rénover,Non,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,481 m²,Oui,344 kWh/m²/an,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,Non,20240126022614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbt73127,RBT73127,Maison à vendre,499000,Van de Wiellei 154,2930 Brasschaat,Remis à neuf,Non,1956,,4,,,,,205 m²,,,Non,Non,Oui,1,,,,,1,,2,Gaz,Double vitrage,,,2,,,Oui,,457 m²,Oui,103 kWh/m²/an,,23/12/2032,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,Oui,,,Oui,Non,11008-G-DBA_2017031713/EP16697/A001/D01/SD001,,,,,,,,,,,,,,,102 m²,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/lochristi/rbt73126,RBT73126,Appartement à vendre,362145,Antwerpse Steenweg 20,9080 Lochristi,Nouveau,Non,2025,,2,,,,,,,,Non,Non,,,,,,,1,,1,,,,,,2,,Oui,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,0,,Non,Non,Non,Non,Non,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9080/zeveneken/rbt73125,RBT73125,Appartement à vendre,260000,Zeveneken-Dorp 38-44,9080 Zeveneken,Nouveau,Non,2025,,1,12 m²,,,,60 m²,,33 m²,Non,Non,,,,,,,1,,1,,,,,,3,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,2,5 m²,Non,Non,Non,Non,Non,,Oui,,,Non,,,,,,,,,5 m²,,,,,,,65 m²,,,,Oui,,,,,,,,,Nord-ouest,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8760/meulebeke/rbt73124,RBT73124,Maison à vendre,310000,Tuinwijk 14,8760 Meulebeke,Excellent,Non,1955,,3,,,,,135 m²,,,Non,Oui,Oui,1,,,,,,,1,Gaz,Double vitrage,,,3,,1,Oui,Oui,426 m²,Oui,128 kWh/m²/an,,17/06/2035,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Oui,Non,Oui,,,Oui,Non,20250617-0003626829-RES-1,,,,,,,,,,,,,,,148 m²,,,,,,6 m,,,,,13 m,,Nord-ouest,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/9300/alost/rbt73123,RBT73123,Loft à vendre,750000,Opwijkse Steenweg 10C,9300 Alost,Excellent,Non,,,4,32 m²,16 m²,19 m²,19 m²,552 m²,,120 m²,Non,Non,Oui,1,,,,,2,,4,,Double vitrage,,,3,1,3,Oui,Oui,,Oui,119 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,158 m²,Non,Non,Oui,Oui,Non,Oui,Oui,,Oui,Non,20231012-0003005810-RES-1,,13 m²,Oui,,,,,29 m²,,,Oui,,,,,,,,Oui,,,,,,200 m²,,,Sud-ouest,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2140/borgerhout/rbt73112,RBT73112,Appartement à vendre,469000,Griffier Schobbenslaan 76 2C/2D,2140 Borgerhout,À rénover,Non,1964,A l’acte,4,,,,,268 m²,Non,,Non,Non,Oui,,,,,,2,,2,Mazout,,,Sud,2,4,,,Oui,,Oui,127 kWh/m²/an,,27/02/2035,,"oui, attestation non conforme",,,Non,Risque élevé,Information non communiquée,2,14 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,20250227-0003503899-RES-1,,,,,,,,,,,,,,,404 m²,,,,,,,27 m,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2610/wilrijk/rbt73108,RBT73108,Appartement à vendre,215000,Kruishofstraat 146 4E,2610 Wilrijk,Normal,Non,1967,Immédiatement,2,,,,,88 m²,Non,,Non,Non,Oui,1,,,,,1,,1,Gaz,,,,4,,,,Oui,,Oui,151 kWh/m²/an,,13/06/2035,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,Oui,,20250613-0003623347RES-1,,,,,,,,,,,,,,,887 m²,,,,,,,51 m,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3920/lommel/rbt73053,RBT73053,Maison à vendre,316000,Kattenbos 10,3920 Lommel,Nouveau,Non,2025,,3,,,,,,,,Non,Oui,,,,,,,1,,2,,,,,2,,,Oui,,197 m²,,,,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,,,,Non,,,,,,,,,,,,,,,,168 m²,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8310/sint-kruis/rbt73051,RBT73051,Appartement à vendre,209000,Kamerheerstraat 15 102,8310 Sint-Kruis,Normal,Non,1976,A l’acte,2,,,,,86 m²,Non,,Non,Non,Oui,1,,,,,1,,1,Gaz,,,,2,,,,Oui,,,119 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,1,,Non,Non,Non,Non,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rbt73049,RBT73049,Maison à vendre,444000,Raverschootstraat 258,9900 Eeklo,Excellent,Non,1987,,4,,,,,246 m²,,,Non,Non,Oui,2,,,,,1,,,Gaz,Double vitrage,,,3,,,Oui,Oui,814 m²,,276 kWh/m²/an,,,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,Non,20250224-0003537427-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8420/de-haan/rbt73048,RBT73048,Appartement à vendre,132000,Bredeweg 80B app 13,8420 De Haan,Excellent,Non,1991,,1,,,,,38 m²,Oui,,Non,Non,Oui,,,,,,1,,1,Electrique,Double vitrage,,,,,1,,Oui,,Oui,336 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,,Non,Non,Non,Non,Non,,,,,Oui,20250305-0003545316-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,,,,,,,,,,,
